# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 4 660 256 15555 1190
p 2 2 457 461 4647 781
p 2 2 362 556 4051 660
p 2 2 403 515 4156 718
p 2 1 385 534 4043 655
p 2 2 308 610 3981 610
p 2 25 246 649 5353 689
p 2 31 413 476 6560 931
p 2 19 373 528 6827 845
p 2 6 359 555 6028 787
p 2 6 369 545 5402 784
p 2 2 331 587 4438 693
p 2 2 313 605 4798 657
p 2 3 346 571 5023 686
p 2 3 321 596 5176 663
p 2 2 324 594 5265 671
p 2 2 278 640 4055 581
p 2 1 278 641 3891 565
p 2 1 269 650 3854 552
p 2 2 270 648 4012 577
p 2 6 285 629 3945 607
p 2 3 263 654 4180 577
p 2 1 291 628 4212 597
p 2 3 260 657 3842 570
p 2 2 291 627 4344 609
p 2 15 284 621 4582 668
p 2 19 269 632 5628 713
p 2 19 265 636 6260 727
p 2 16 269 635 5951 752
p 2 7 279 634 5843 710
p 2 9 305 606 5217 710
p 2 6 341 573 4592 711
p 2 2 279 639 4883 624
p 2 4 284 632 5513 640
p 2 1 322 597 5097 654
p 2 3 260 657 3775 586
p 2 3 250 667 3690 564
p 2 1 248 671 3664 562
p 2 2 316 602 3828 605
p 2 1 320 599 4233 605
p 2 2 253 665 3868 554
p 2 0 245 675 3997 541
p 2 12 259 649 4280 629
p 2 16 271 633 4591 669
p 2 6 275 639 4725 645
p 2 5 250 665 5133 643
p 2 8 322 590 5962 736
p 2 12 299 609 6076 751
p 2 9 302 609 6281 744
p 2 4 295 621 5781 680
p 2 3 288 629 5347 673
p 2 1 286 633 4769 622
p 2 3 260 657 4269 589
p 2 2 248 670 3886 549
p 2 3 252 665 3862 572
p 2 3 277 640 3897 591
p 2 2 304 614 4354 605
p 2 4 280 636 4865 622
p 2 23 261 636 4898 686
p 2 17 244 659 5345 692
p 2 13 286 621 5091 689
p 2 5 269 646 4801 651
p 2 9 266 645 5413 673
p 2 14 294 612 6128 744
p 2 16 285 619 6343 756
p 2 6 303 611 6502 730
p 2 7 327 586 6100 729
p 2 4 322 594 4731 657
p 2 0 266 654 4333 584
p 2 3 283 634 4514 627
p 2 15 261 644 4426 653
p 2 12 263 645 5137 681
p 2 2 255 663 5390 612
p 2 8 251 661 5221 658
p 2 5 258 657 5023 636
p 2 4 271 645 4836 647
p 2 5 254 661 4969 620
p 2 5 298 617 5197 663
p 2 4 301 615 6620 694
p 2 12 277 631 6597 723
p 2 15 268 637 5733 692
p 2 3 286 631 4901 643
p 2 2 315 603 4625 652
p 2 3 253 664 4130 595
p 2 2 282 636 4273 614
p 2 3 262 655 4077 577
p 2 2 252 666 4033 552
p 2 1 268 651 4044 563
p 2 2 248 670 3931 544
p 2 3 257 660 3779 552
